title,content,source,url
Đi tiểu,"Đi tiểu trong bản môn
Đổi trao nào kỳ diệu
Ta và ngươi không hai
Không dư mà không thiếu.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/%C4%90i-ti%E1%BB%83u/poem-q4yDAb_L5vg9BkVNkfy8fw
Đổ rác,"Đổ rác chốn bản môn
Nhìn cái nhìn bất nhị
Gửi gắm về tương lai
Bông hoa đầu thế kỷ.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/%C4%90%E1%BB%95-r%C3%A1c/poem-jHIqUe1r5zxr4Y4k6oxMnA
Đốt lò,"Đốt lò trong bản môn
Gửi mây về mùa Hạ
Cất mặt trời để dành
Cho những ngày Đông giá.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/%C4%90%E1%BB%91t-l%C3%B2/poem-ZEhIfwGpv1kCjgK9J7QI7Q
Giận nhau,"Giận nhau trong tích môn
Thở nhìn bản môn cười
Trò ghét thương đắp đổi
Sông nước cứ đầy vơi.

Giận nhau trong tích môn
Nhắm mắt nhìn mai sau
Trong ba trăm năm nữa
Em đâu và ta đâu?",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/Gi%E1%BA%ADn-nhau/poem-HwWahPja8-njNrlcNplLlQ
Khâu áo,"Khâu áo chốn tích môn
Cho đời lành lặn lại
Mũi kim sợi chỉ này
Là công phu gặt hái.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/Kh%C3%A2u-%C3%A1o/poem-jp7EyZHQsQY12es76eEaxw
Mùa xuân đưa tiễn,"Tiễn em về phương nam
Sân ga chiều tháng chạp
Giữa bao nhiêu nét mặt
Người quen và không quen

Vừa qua tuổi hoa niên
Lúc mùa xuân nữa tới
Trước em, anh chẳng nói
Một lời gì lớn lao

Đồng đội em trẻ sao
Như tiếng còi giã bến
Những bàn tay thân mến
Vô tư cùng nắng hanh

Thời gian rồi qua nhanh
Trên áo xanh màu lá
Có bao nhiêu vất vả
Chờ em nơi cuối trời...

Ở giữa những tiếng cười
Phút quên mình đưa tiễn
Những con tàu đi, đến
Chẳng gợi buồn xa xăm

Em đi cùng tháng năm
Rộng rênh trời với đất
Chiếc ba lô căng chật
Khởi đầu một sân ga

Tàu sẽ đưa em qua
Bao phố phường, xóm mạc
Có em, đồng đội em...

Xiết chặt bàn tay lính
Em ta lớn khi nào
Hỡi mùa xuân ào ào
Trên điệp trùng sắc áo?","12-1978

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-Ho%C3%A0-B%C3%ACnh/M%C3%B9a-xu%C3%A2n-%C4%91%C6%B0a-ti%E1%BB%85n/poem-proGEp4ItwXQM_z_jq6y0w
Thêm một,"Thêm một chiếc lá rụng
Thế là thành mùa thu
Thêm một tiếng chim gù
Thành ban mai tinh khiết...

Dĩ nhiên là tôi biết
Thêm một - phiền toái thay!
Nhưng mà tôi cũng biết
Thêm một - lắm điều hay

Thêm một lời dại dột
Tức thì em bỏ đi
Nhưng thêm chút lầm lì
Thế nào em cũng khóc!

Thêm một người thứ ba
Chuyện tình đâm dang dở
Cứ thêm một lời hứa
Lại một lần khả nghi!

Nhận thêm một thiếp cưới
Thấy mình lẻ loi hơn
Thêm một đêm trăng tròn
Lại thấy mình đang khuyết...

Dĩ nhiên là tôi biết
Thêm một - lắm điều hay...",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-Ho%C3%A0-B%C3%ACnh/Th%C3%AAm-m%E1%BB%99t/poem-i0xhHtc-7a8QaZ6JcRDVHQ
Anh xe múc,"Ô kìa! anh xe múc
Ở công trình đang xây
Tấm thân trông lực lưỡng
Tay dài muốn vươn mây

Anh đã cao lại lớn
Sức khoẻ rất dẻo dai
Suốt ngày dầm trong đất
Trông anh vẫn rất oai

Chỉ một lần anh múc
Đất cát tung lên cao
Rồi nằm ngoan một chỗ
Trông thích mắt làm sao

Giữa chang chang nắng cháy
Mũ không đội lên đầu
Tí nghe lời mẹ bảo
Nhường anh chiếc mũ nâu.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-H%C3%A0-Y%C3%AAn/Anh-xe-m%C3%BAc/poem-OQGx3EKcOL-jKkesESJwjw
Áo dài ơi,"Ngày xưa em một thuở
Tha thướt áo dài ơi!
Mái tóc xoã buông lơi
Trên chiếc xe nhỏ ấy

Xa rồi thương biết mấy
Kỉ niệm với buồn vui
Lòng ta vẫn ngậm ngùi
Nhớ thương về người cũ

Cánh phượng hồng ấp ủ
Bao mơ ước tuổi xuân
Và nỗi nhớ bâng khuâng
Ánh mắt ai trìu mến

Bàn tay ta quyến luyến
Sao chẳng nỡ rời xa
Mối tình ấy thiết tha
Em có còn thương nhớ?!

Áo dài ơi một thuở
Vẫn nhớ hoài trong ta!",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-H%C3%A0-Y%C3%AAn/%C3%81o-d%C3%A0i-%C6%A1i/poem-X34ig4YQmlTrsM6NyYXBUQ
Bác lao công,"Chiều nào trên đường phố
Cũng gặp bác lao công
Vẫn nhanh tay quét rác
Cho phố phường sạch bong

Biết bao là rác rưởi
Vứt bẩn khắp mọi nơi
Mồ hôi bác ướt đẫm
Từng hạt rơi... rơi... rơi…

Giữ gìn môi trường nhé
Bao bạn của tôi ơi
Để phố phường sạch đẹp
Rực rỡ màu hoa tươi",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-H%C3%A0-Y%C3%AAn/B%C3%A1c-lao-c%C3%B4ng/poem-Y2KLhAF3s8ys4399Db283g
Ba la mật,"Bên gốc hàng rêu mốc
Người nói gì với ta
Sương giăng mù mặt đất
Trăng soi dãy thiên hà",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/Ba-la-m%E1%BA%ADt/poem-u4Ci6NR-LrIINGwKWIty2g
Bạch vân,"<span class=""list-mode-comment-link"" onclick=""HighlightListModeComment(this)"" data-cmt=""id604273873f02c08deabf85adcccf0405"">Thượng Đế<sup>[1]</sup></span> người dệt vải
Quăng thoi nhật nguyệt sau
Tháng năm đờ đẫn lại
Lá vườn rơi về đâu
Hồn ta như mây trắng
Giàn lên bao vòm cầu","Chú thích:
[1]
Thượng đế (上帝) là thuật từ để chỉ “Vị vua trên cao” hay “Thần linh tối cao” trong quan niệm tín ngưỡng cổ của Trung Hoa, đặc biệt là thần học trong các văn tịch thời Thương, tương đương với thuật từ “Thiên” thời Chu sau này.


[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/B%E1%BA%A1ch-v%C3%A2n/poem-s3xIaIfYFmcZLvkVqIYy0w
Bài tặng các thần sư đời Lý Trần,"Trăng đời xưa sáng rọi
Thời thế đã xoay vần
Đỉnh Thiên - Thần trụ bóng
Đảo nổi nhớ Tiên Dung
Vũ trụ đầy vô hạn
Tâm tư hướng muôn trùng
Thiền sư ngồi mỏi mệt
Thần nữ gối hương nồng
Chuyện đời câu sấm ký
Vạn sự khởi đầu - không!
Hạc trình xa vạn dặm
Nguồn vui toả muôn trùng",,https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/B%C3%A0i-t%E1%BA%B7ng-c%C3%A1c-th%E1%BA%A7n-s%C6%B0-%C4%91%E1%BB%9Di-L%C3%BD-Tr%E1%BA%A7n/poem-GfwWD_NZxBal3IdLnvvyKA
Bay qua,"gió đồng đã thổi
xoay vần qua mái nhà
xóm làng ai đốt phá
hàng cây im lìm xa",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/Bay-qua/poem-35ZCEL6VFONBdQVVJEYOXA
Buồn vọng trăng xuyên qua ngôi thành cổ,"Thời loạn ngồi bó gối
Non còng mấy dặm trời
Sương dầm hiên bóng tối
Trời sầu sao đổi ngòi

Nay ta buồn muốn khóc
Nay ta buồn muốn cười
Nghĩ thêm mặt sắc giận
Lũ chó ngao tòi đòi

Ta nhìn mãi vầng trăng
Trung thu ngời vẻ lạnh
Bầy trẻ thôi nô đùa
Nước non dường hiu quạnh

Người xưa như thế nào
Người nay như thế đấy?
Trăng xưa sáng phương nào
Trăng đời nay đã vậy

Lầu cao ai đó tá
Người đẹp có như ta
Đêm nay nắm duỗi tóc
Mong ngóng dậm trường xa

Bạn bè nhiều đứa ốm
Thư tại núi rừng hoang
Đứa nào còn, đứa mất
Dưới vầng trăng quan san

Trăng có soi miền tây
Lụt tràn đồng nội trắng
Tang tóc hai mươi năm
Khổ đau chồng trĩu nặng

Trai đã ra chiến trường
Gái đi lính hậu phương
Rung rẩy già kêu khóc
Thấu lên tận chín tầng

Gái buôn nhiều vô kể
Ngang ngang dạo phố phường
Không biết mình xa mã
Đong đỏng nhạc lai căng

Ta ngậm ngùi cho thân
Thương người và thương minh
Chạy bươi đà thấy khó
Ngồi viết ngầm phán vân

Trăng thiên cổ phương nào
Mộ tàn bia vũ tướng
Hài cốt đất hai màu
Thuở xưa từng lớn giọng

Nhớ đêm ngủ Trường Sơn
Trăng soi núi rừng vắng
Tiếng khèn ai sau buôn
Gió trăng hờn đưa vẳng

Nghĩ thương kẻ rừng già
Mưa lạnh rét cắt da
Áo tơi đầm khí núi
Tóc bù sương trắng pha

Trăng thành xây lạnh lẽo
Ai đối ẩm dưới trăng
Hoa đèn mưa ướt sũng
Bầy trẻ đói lang thang

Thưởng trăng nhiều bánh mứt
Không hay chiến địa buồn
Trăng soi vàng vỏ mặt
Cụ già lặn dưới mương

Phố đêm hè vắng vẻ
Súng trận thét nhà quê
Đầy đường lũ kình ngạc
Binh giáp rực tư bề

Được tin bạn về thăm
Xung trận đầy kẻ chết
.........
Trăng nào soi chiến địa
Tiếng gà vọng cô thôn
Trời cao ôm mặt khóc
Sông núi rung căm hờn

Khổ nhục cao hơn núi
Binh giáp đếm như rừng
Thế nhân bày trận địa
Cây cỏ sầu rưng rưng

Kiếp người như rơm rạ
Bay loạn vào hư không
Trở vai ngửa mặt ngông
Mây giăng nửa vầng trăng

Ta xuôi về miền Tây
Ta về qua man ngược
Ta hát trên đồi mây
Những mùa xuân thuở trước

Xuân nay ngùi gì đây
Chẳng bao giờ hiểu được
Mở miệng chúc xuân lành
Hơi rượu cần say khướt

Quê hương nào nhân loại
Thanh bình đến ngàn năm
Mây tụ về phương Bắc
Lòng sầu đối núi Nam
Gió thu vờn hiu hắt
Quanh quanh lá rụng vàng

Tay lùa theo nếp áo
Nhìn trời ta buồn thay!
Nhớ nhau mà ai biết
Trăng sáng bóng thêm gầy",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/Bu%E1%BB%93n-v%E1%BB%8Dng-tr%C4%83ng-xuy%C3%AAn-qua-ng%C3%B4i-th%C3%A0nh-c%E1%BB%95/poem-aag3jVa_ove0tm26nR64Fg
Cho người,"Cho người giọt lệ nầy
Để dùm người tôi khóc
Cho người nụ cười nầy
Đề giúp người chăm sóc
Cho người hy vọng nầy
Giữa bốn bề gió lốc
Cho thêm tình yêu nầy
Người đỡ sầu đơn độc",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/Cho-ng%C6%B0%E1%BB%9Di/poem-BT0sz8WrwCFLKAF7Vx-bpw
Chòi cô độc,"Em đến đấy phải không
Dãy thiên hà rực sáng
Trăng sao ôi vô cùng
Với mối sầu vô hạn
Em đến đó phải không 
Ru hồn vào cõi mộng
Trời đất buồn phân vân
Xin chúc điệu an lành
Trong đêm xuân hiu quạnh
Em đến trông cuộc đời
Đắm chìm trong bão tố
Đôi mắt xa mặt trời
Biển lòng em sóng gió 
Em đến đó phải không 
Mùa đông sương tuyết rải
Băng gíá dâng đầy hồn
Cô đơn là thế đấy",,https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/Ch%C3%B2i-c%C3%B4-%C4%91%E1%BB%99c/poem-s3hhSclHX9ZMiXtfdtPl3A
Dư âm,"Đất sới khô ngày nắng
Khói lửa từng bựng cao
Mắt trẻ buồn vô hạn
Chiến tranh đẹp thế nào",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/D%C6%B0-%C3%A2m/poem-R80Rf3IT34UtLaoh0L3srg
Đông xuân,"Lên đèo thôi nhớ biển
Mùa xuân sao chưa về
Trăng soi ngời tiếng quạ
Súng động rừng thương quê

Quê nhà đôi mắt vạc
Đăm đăm vời lửa binh
Bên người còn giọng hát
Nghêu ngao khúc thanh bình?

Ta ôm bầu rượu bí
Cười sằng sặc đêm nay
Khèn khuya rồi rượu cạn
Giang hồ biết nhớ ai

Giang hồ ta nhớ em
Bây giờ không còn nữa
Hoa mai nở bên triền
Núi cao chùm nấm mộ

Ta về rừng núi sâu
Đôi lần qua trước ngỏ
Nhà sàn không ngồi lâu
Rượu cần lưu luyến nhớ

Rượu cần nay còn đâu
Người xưa áo xiêm đó
Cỏ lau đêm rầu rầu
Hồ xanh sen vẫn nở

Đêm nay làm ma say
Đi trên vừng cát lở
Chiến tranh cười nhăn nhó
Trên chòi rách đông xuân
Trên đồi hoa thược dược
Vầng trăng vẫn nhuộm hồng

Lên đèo thôi nhớ biển
Thôi nhớ cả thị thành
Thôi nhớ người bạn nhỏ
Nằm ngủ với chòi canh

Hãy nể ròn tiếng súng
Giao thừa thêm một năm
Hãy tan tành bụi cát
Xương phơi trắng ruộng đồng!

Ồ sao im vắng thế
Hỡi bụi tre khô cằn
Hỡi vầng trăng thời loạn
Hỡi beo hùm lang thang

Sao bên trời vẫn tiếng
Đàn bé con thở dài
Sao bên trời vẳng tiếng
Cụ già nhớ đậu khoai

Đạn cày trên luống bắp
Đạn cày trong tim người
Tiếng xuân hò thôn giã
Đường thiếu bước chân ai

Ta xuôi về miền Tây
Ta về qua mạn ngược
Ta hát trên đồi mây
Những mùa xuân thuở trước

Xuân nay ngùi gì đây
Chẳng bao giờ hiểu được
Mở miệng chúc xuân lành
Hơi rượu cần say khướt",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/%C4%90%C3%B4ng-xu%C3%A2n/poem-Rnj74Zo-9m0iIB0js0XGRw
Đứng trên đồi ngắm xuân về,"Vòi või mờ phương hướng
Dục về nẻo cát bay
Đường Nam cò quạnh bóng
Dậm hành sương mốc vai

Đêm nghe trời náo động
Vầng trăng hồ lung lay
Chim đi tim đất sống
Mây mù loạn trói đầy

Đứng trơ mình tiễn bóng
Cười nghiêng nhớ tiếc ai
Phải chăng một người đẹp
Chưa quen nhau một ngày

Người đẹp như mặt trời
Càng sáng càng gay gắt
Bỗng huýt gió cười to
Ngẩng nhìn sang trại giặc

Địa đạo tựa bàn cờ
Mìn chông chìa nhọn hoắc
Người với người buồn chưa
Cỏ hoa càng hiu hắt

Đồn quân phẩy bóng cờ
Rừng tiếp rừng tiêu sơ
Xuân hồng lên đạn lửa
Bay vù qua như mưa

Ai hỏi ta có bạn
Lắc đầu chau mặt thưa
- Bạn bè nay đã chán
Ai thật tình bao giờ

Ai hỏi ta có nước
Ta chỉ vào nghĩa trang
Mùa xuân về nơi ấy
Từng đàn ma đi hoang

Ai hỏi ta có nhà
Ta gật gù ngâm nga
- Vầng thơ sầu thế kỷ
Đó chính thị nhà ta

Ai hỏi ta buồn vui
Tất nhiên thì ngậm ngùi
Càng đau càng thú vị
Hãy cạn chén yêu đời

Nói làm chi bia đạn
Bao nhiêu là dân tình
Nói làm chi lửa loạn
Bao nhiêu mái gia đình

Hãy đứng như tượng đá
Hãy lặng như trời xanh
Hãy lì như băng súng
Hãy vững như trường thành

Hỏi ta cần mặt trời
Ta bảo cần chi lắm
Mặt trăng cũng đủ rồi
Thế mà trăng đã lặn

Hết rượu ngồi một mình
Mọi người như dĩ vãng
Mơ hồ nghe tiếng quen
Ngỡ trông chừng vạn dậm

Này này chú dế mèn
Đêm xuân về rồi đó
Trời đất hồ xám hoen
Hãy kêu van nho nhỏ

Chớ xao xuyến lòng ta
Lòng ta đà hoá đá
Bay qua cõi mù sa
Rơi trên hoang đảo lạ

Này cọng hoa hướng dương
Ngủ sầu trên liếp cỏ
Sớm nay ngoài chiến trường
Ta và ngươi thấy rõ...

Chị nhà quê giữ đồn
Hát vang trời khói lửa
Tiếng đời sao thoảng luôn
Ôi vành môi bé nhỏ

Đếm tay nhờ bạn bè
Cũng còn được mấy ngoe
Thằng ốm ngồi ngáp vặt
Thằng mập đi ngựa xe

Thằng mập cười hô hố
Thằng ốm khóc tỉ tê!
Canh bài xuân chửa dứt
Đánh lận nhau thật nghề

Ta nhìn lên tìm hướng
Chim nhạn bay qua trời
Giếng sâu còn tiếng vẳng
Mùa xuân đã xa rồi",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Tr%E1%BA%A7n-Tu%E1%BA%A5n-Ki%E1%BB%87t/%C4%90%E1%BB%A9ng-tr%C3%AAn-%C4%91%E1%BB%93i-ng%E1%BA%AFm-xu%C3%A2n-v%E1%BB%81/poem-4XKqsVIq1oF0DklZ0zBFIg
Bà và cháu,"Bà ngồi yên rất lâu
Bóng tạc lên vách đất
Dải khăn vuông đội đầu
Gió lọt vào phơ phất...

Ôm Hương, tay run run
Bỗng nhiên, bà chớp mắt
Nhớ ngày xưa đói nghèo
Thương ông, giặc Pháp bắt

Sục sạo tìm du kích
Giặc đốt hết xóm làng
Bố Hương vượt lửa đạn
Bơi qua Lục Đầu Giang

Ông đi, ông để lại
Cái vành tang cho bà
Vết nhăn hằn sâu mãi
Và hắt hiu tuổi già

Sau hòa bình, bố về
Xóm làng còn đủ cả
Chỉ vắng mẹ Hương thôi
Bố ngồi trơ như đá...

Rồi lạy bà, bố đi...
Hương mới sinh, bé choắt
Đất nước sao nhiều giặc
Đánh đến giờ chưa xong!...

Cái bao tượng của bà
Thắt bụng dần nhỏ lại
Cả một đời lo toan
Lưng bà giờ như gẫy

Bà vẫn vui công việc
Chả lúc nào ngơi tay
Khi bà thăm trận địa
Khi bà trồng hàng cây

Bà vẫn nuôi bộ đội
Suốt hăm mấy năm trời
Nhiều chú đeo súng lục
Cưỡi bình bịch về chơi

Thư các chú gửi về
Không tuần nào không có
Chú thì đóng Sơn La
Chú thì ra Cồn Cỏ

Chú thì giữ Hàm Rồng
Chú thì xa, xa nữa...
Thư đi mấy tháng đường
Nhiều bức nhòe một nửa

Lâu nay, Hương không thấy
Chú nào về thăm đây
Bà bảo: Các chú bận
Đánh Mỹ suốt đêm ngày

Những lúc sợ bà buồn
Hương lượn tròn, múa hát
Bóng chuối trùm nửa sân
Trăng ngời ngời như bạc...","1969

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/B%C3%A0-v%C3%A0-ch%C3%A1u/poem-NAHQfeIAdvW9WJuI6YKJVg
Bài ca người lính thời bình,"Đất nước không bóng giặc
Tưởng về gần lại xa
Vẫn gian nan làm bạn
Vẫn gió sương làm nhà
Bãi hoang thành đô thị
Ai đi áo dài bay
Còn ta thì trần trụi
Lấm lem hơn thợ cày
Trước giặc là lính cựu
Sau trâu là tân binh
Cái nghèo và cái dốt
Bày trận giữa thời bình
Em vẫn thầm lộng lẫy
Chờ ta như thuở nào
Lặn lội tìm biết có
Gặp ta trong chiêm bao
Giờ những kẻ thù xưa
Trông mặt đều quen cả
Có gì đâu máu người
Chẳng phải là nước lã
Các cậu đến làm bạn
Thôi thì xả láng chơi
Còn nếu sang làm giặc
Chúng tớ cho chầu giời!
Pháo nằm như mơ ngủ
Núi bay dải mây tình 
Các cậu đừng có tưởng
Chúng tớ - lính thời bình...",,https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/B%C3%A0i-ca-ng%C6%B0%E1%BB%9Di-l%C3%ADnh-th%E1%BB%9Di-b%C3%ACnh/poem-c9sc_sRxr6NeSR_7fPmfbg
Bên sông Kinh Thầy,"Hàng chuối lên xanh mướt
Phi lao reo trập trùng
Vài ngôi nhà đỏ ngói
In bóng xuống dòng sông

Một bác chài chăm chỉ
Buông câu trong bóng chiều
Bỗng nhiên một con cá
Nhảy bên thuyền như trêu

Bắp ngô non răng sún
Óng vàng một chòm râu
Ôi cánh buồm nhỏ bé
Biết bay về nơi đâu?","2.1966

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/B%C3%AAn-s%C3%B4ng-Kinh-Th%E1%BA%A7y/poem-8DbWP_UaQhLSrDYdZX2DIQ
Cái sân,"Em thường rải cái nong
Ra góc sân ngồi học
Những đêm có trăng mọc
Em chơi cho đến khuya
Thường là xỉa cá mè
Hay làm mèo đuổi chuột
Những lúc mưa sậm hột
Em bắt cái vòi cau
Chảy vào giữa chum sâu
Khi trời râm em vẽ
Vẽ cô tiên lặng lẽ
Rải hoa trên bầu trời
Thế là bao đồng lúa
Cứ chín vàng, vàng tươi...","2.1966

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/C%C3%A1i-s%C3%A2n/poem-0HDTsS12ACHhYkKOPyNPxw
Cánh đồng làng Điền Trì,"Cánh đồng làng Điền Trì
Sớm nay sao mà rộng
Sương tan trên mũi súng
Trên sừng trâu cong veo

Nơi này mấy bác cày
Đầu nghiêng nghiêng chiếc nón
Tiếng trâu và tiếng người
Vang ruộng dài lõm bõm

Nơi kia là mấy chị
Thì thòm tát gầu giai
Nước reo theo lòng máng
Bọt tung trắng hoa nhài

Nơi ấy mấy cô cấy
Ngửa tay phía mặt trời
Mạ bén hàng đứng thẳng
Hồn nhiên trong tiếng cười

Còn em, em kéo xe
Chở phân ra lót ruộng
- Ái chà, con cà cuống
Bỏ ngay vào ống bơ!","1968

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/C%C3%A1nh-%C4%91%E1%BB%93ng-l%C3%A0ng-%C4%90i%E1%BB%81n-Tr%C3%AC/poem-F9o-x78v43odJVFoZ-mHeg
Câu cá,"Cầu ao loang vết mỡ
Em buông cần ngồi câu
Phao trắng tênh tênh nổi
Trên trời xanh làu làu

Mặt ao không gợn gió
Bóng trúc cũng rung rinh
Con cá mương đớp bọt
Nhô miệng tròn, nhỏ xinh

Cá cá, chúng mày ơi
Vào đây mà kiếm ăn
Mồi lòng gà béo ngậy
Mùi thính thơm, rất đằm

Cục cùng cung trên bờ
Vào đây con cá ngão
Cái mồm to hơn mình
Mắt đỏ vằn gian giảo

Vào đây con rô cụ
Đầu đen sạm lầm lì
Thường nháy phao đột ngột
Rồi lừ lừ lôi đi

Vào đây con cá diếc
Hay vơ vẩn rong chơi
Nhung nhăng khoe áo trắng
Và nhẩn nha rỉa mồi

Cá cá, chúng mày ơi
Dù con to, con nhỏ
Nếu chạm đến mồi ta
Đều nằm khoèo trong giỏ

Riêng mặt trời tinh nghịch
Ngậm mồi dưới đáy ao
Giật mấy lần không được
Còn làm ta ngã nhào","1972

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/C%C3%A2u-c%C3%A1/poem-1fGD7K44d5vWRyhRje4v_A
Cầu Cầm,"Cầu Cầm là thế này
Đến giờ em mới rõ
Hàng cây bom chém dở
Lên chồi xanh thiết tha

Bạn nhỏ nào đi qua
Vai bay khăn quàng đỏ
Tiếng chim hót đâu đó
Nghe ngọt vị ổi đào

Ríu rít tiếng ai chào
Cánh đồng đang mùa gặt
Lúa vàng trong đáy mắt
Trời xanh trong lưỡi liềm

Chuyến xe đi rất êm
Cầu chùng như nhịp võng
Có tiếng ru của sóng
Có tiếng ru của trời

Sông ơi nhớ thương ai
Mà bốn mùa nước đỏ
Con chim nghiêng mắt ngó
Phù sa hồng đôi chân

Như thế mà cầu Cầm
Một máy bay Mỹ rụng
Bây giờ những mũi súng
Vẫn vươn trong lòng người

Uống nước hố bom sâu
Nghé con nghiêng mặt cười","1969

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/C%E1%BA%A7u-C%E1%BA%A7m/poem-8Y2piRN7t5H1oVudN0_asw
Cây bàng mùa đông,"Suốt mùa hè chịu nắng
Che mát các em chơi
Đến đêm đông giá lạnh
Lá còn cháy đỏ trời","1973

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/C%C3%A2y-b%C3%A0ng-m%C3%B9a-%C4%91%C3%B4ng/poem-ItXHyK0TfgtYOnGQDTLPVg
Cây đa,"Làng em có cây đa
Bên mương nước giữa đồng
Lá xanh dòng nước bạc
Biển lúa vàng mênh mông

Cây đa gọi gió đến
Cây đa vẫy chim về
Đa mỗi ngày một lớn
Và nuôi thêm nhiều ve

Dưới bóng đa, con trâu
Thong thả nhai hương lúa
Đủng đỉnh đàn bò về
Lông hồng như đốm lửa

Trưa nắng lóe trên đầu
Các bác làm nghỉ mát
Vòm đa rì rào xanh
Ve kêu, muôn lá quạt...","1966

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/C%C3%A2y-%C4%91a/poem-nUp9-YwSDPKYhV8tWdBKNA
Cây xoan,"Ngày nào xoan bé xíu
Giờ bỗng vút lưng trời
Dưới gốc cây xám mốc
Bao lá cành khô rơi...","1973

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%C4%83ng-Khoa/C%C3%A2y-xoan/poem-Dfc0KYA4UWaDh-e8Ofit6w
